Field,Description,Type,Coverage,Users,Alphas
predicted_return_quantile_7,Predicted category for 10-day future return using technical indicators set 7.,MATRIX,100%,0,0
predicted_return_quantile_8,Predicted category for 10-day future return using technical indicators set 8.,MATRIX,100%,0,0
prediction_confidence_score_1,Model confidence score for the predicted 10-day return quantile using technical indicators set 1.,MATRIX,100%,0,0
prediction_confidence_score_14,Model confidence score for the predicted 10-day return quantile using technical indicators set 14.,MATRIX,100%,0,0
prediction_confidence_score_19,Model confidence score for the predicted 10-day return quantile using technical indicators set 19.,MATRIX,100%,0,0
prediction_confidence_score_2,Model confidence score for the predicted 10-day return quantile using technical indicators set 2.,MATRIX,100%,0,0
prediction_confidence_score_20,Model confidence score for the predicted 10-day return quantile using technical indicators set 20.,MATRIX,100%,0,0
prediction_confidence_score_23,Model confidence score for the predicted 10-day return quantile using technical indicators set 23.,MATRIX,100%,0,0
prediction_confidence_score_25,Model confidence score for the predicted 10-day return quantile using technical indicators set 25.,MATRIX,100%,0,0
prediction_confidence_score_29,Model confidence score for the predicted 10-day return quantile using technical indicators set 29.,MATRIX,100%,0,0
prediction_confidence_score_3,Model confidence score for the predicted 10-day return quantile using technical indicators set 3.,MATRIX,100%,0,0
prediction_confidence_score_30,Model confidence score for the predicted 10-day return quantile using technical indicators set 30.,MATRIX,100%,0,0
prediction_confidence_score_31,Model confidence score for the predicted 10-day return quantile using technical indicators set 31.,MATRIX,100%,0,0
prediction_confidence_score_32,Model confidence score for the predicted 10-day return quantile using technical indicators set 32.,MATRIX,100%,0,0
prediction_confidence_score_33,Model confidence score for the predicted 10-day return quantile using technical indicators set 33.,MATRIX,100%,0,0
prediction_confidence_score_35,Model confidence score for the predicted 10-day return quantile using technical indicators set 35.,MATRIX,100%,0,0
prediction_confidence_score_36,Model confidence score for the predicted 10-day return quantile using technical indicators set 36.,MATRIX,100%,0,0
prediction_confidence_score_37,Model confidence score for the predicted 10-day return quantile using technical indicators set 37.,MATRIX,100%,0,0
prediction_confidence_score_7,Model confidence score for the predicted 10-day return quantile using technical indicators set 7.,MATRIX,100%,0,0
prediction_confidence_score_8,Model confidence score for the predicted 10-day return quantile using technical indicators set 8.,MATRIX,100%,0,0
rate_of_change_10d,Rate of change value over a 10-day window.,MATRIX,100%,1,1
rate_of_change_50d,Rate of change indicator value calculated over a 50-day window.,MATRIX,100%,0,0
rate_of_change_percent_10d,Rate of change percentage over a 10-day window.,MATRIX,100%,0,0
rate_of_change_percentage_50d,Rate of change percentage value calculated over a 50-day window.,MATRIX,100%,0,0
rate_of_change_ratio_100_10d,Rate of change ratio (scaled by 100) over a 10-day window.,MATRIX,100%,0,0
rate_of_change_ratio_100_50d,Rate of change ratio (base 100) value calculated over a 50-day window.,MATRIX,100%,0,0
rate_of_change_ratio_10d,Rate of change ratio over a 10-day window.,MATRIX,100%,0,0
rate_of_change_ratio_50d,Rate of change ratio value calculated over a 50-day window.,MATRIX,100%,0,0
relative_strength_index_10d_2,Relative Strength Index value for a 10-day period.,MATRIX,100%,0,0
relative_strength_index_50d,Relative Strength Index value calculated over a 50-day window.,MATRIX,100%,0,0
t3_moving_average_50d,T3 moving average value calculated over a 50-day window.,MATRIX,100%,0,0
ten_day_mean_price_trend,The average closing price of a security over the past 10 trading days.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_10,Model confidence score for predicted 10-day return quantile using indicator set 10.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_11,Model confidence score for predicted 10-day return quantile using indicator set 11.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_12,Model confidence score for predicted 10-day return quantile using indicator set 12.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_13,Model confidence score for predicted 10-day return quantile using indicator set 13.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_15,Model confidence score for predicted 10-day return quantile using indicator set 15.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_16,Model confidence score for predicted 10-day return quantile using indicator set 16.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_17,Model confidence score for predicted 10-day return quantile using indicator set 17.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_18,Model confidence score for predicted 10-day return quantile using indicator set 18.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_21,Model confidence score for predicted 10-day return quantile using indicator set 21.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_22,Model confidence score for predicted 10-day return quantile using indicator set 22.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_24,Model confidence score for predicted 10-day return quantile using indicator set 24.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_26,Model confidence score for predicted 10-day return quantile using indicator set 26.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_27,Model confidence score for predicted 10-day return quantile using indicator set 27.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_28,Model confidence score for predicted 10-day return quantile using indicator set 28.,MATRIX,100%,1,1
ten_day_return_quantile_confidence_34,Model confidence score for predicted 10-day return quantile using indicator set 34.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_38,Model confidence score for predicted 10-day return quantile using indicator set 38.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_4,Model confidence score for predicted 10-day return quantile using indicator set 4.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_6,Model confidence score for predicted 10-day return quantile using indicator set 6.,MATRIX,100%,0,0
ten_day_return_quantile_confidence_9,Model confidence score for predicted 10-day return quantile using indicator set 9.,MATRIX,100%,0,0
ten_day_return_quantile_label_10,Predicted quantile label for 10-day future return using indicator set 10.,MATRIX,100%,0,0
ten_day_return_quantile_label_11,Predicted quantile label for 10-day future return using indicator set 11.,MATRIX,100%,6,6
ten_day_return_quantile_label_12,Predicted quantile label for 10-day future return using indicator set 12.,MATRIX,100%,0,0
ten_day_return_quantile_label_13,Predicted quantile label for 10-day future return using indicator set 13.,MATRIX,100%,0,0
ten_day_return_quantile_label_15,Predicted quantile label for 10-day future return using indicator set 15.,MATRIX,100%,0,0
ten_day_return_quantile_label_16,Predicted quantile label for 10-day future return using indicator set 16.,MATRIX,100%,0,0
ten_day_return_quantile_label_17,Predicted quantile label for 10-day future return using indicator set 17.,MATRIX,100%,1,1
ten_day_return_quantile_label_18,Predicted quantile label for 10-day future return using indicator set 18.,MATRIX,100%,0,0
ten_day_return_quantile_label_21,Predicted quantile label for 10-day future return using indicator set 21.,MATRIX,100%,2,2
ten_day_return_quantile_label_22,Predicted quantile label for 10-day future return using indicator set 22.,MATRIX,100%,0,0
ten_day_return_quantile_label_24,Predicted quantile label for 10-day future return using indicator set 24.,MATRIX,100%,1,1
ten_day_return_quantile_label_26,Predicted quantile label for 10-day future return using indicator set 26.,MATRIX,100%,1,1
ten_day_return_quantile_label_27,Predicted quantile label for 10-day future return using indicator set 27.,MATRIX,100%,1,1
ten_day_return_quantile_label_34,Predicted quantile label for 10-day future return using indicator set 34.,MATRIX,100%,1,1
ten_day_return_quantile_label_38,Predicted quantile label for 10-day future return using indicator set 38.,MATRIX,100%,3,6
ten_day_return_quantile_label_4,Predicted quantile label for 10-day future return using indicator set 4.,MATRIX,100%,0,0
ten_day_return_quantile_label_6,Predicted quantile label for 10-day future return using indicator set 6.,MATRIX,100%,0,0
ten_day_return_quantile_label_9,Predicted quantile label for 10-day future return using indicator set 9.,MATRIX,100%,1,1
time_series_forecast_10d,Time Series Forecast value for a 10-day period.,MATRIX,100%,0,0
time_series_forecast_50d,Time Series Forecast value calculated over a 50-day window.,MATRIX,100%,0,0
triangular_moving_average_10d,Triangular moving average value for a 10-day period.,MATRIX,100%,0,0
triangular_moving_average_50d,Triangular moving average value calculated over a 50-day window.,MATRIX,100%,0,0
triple_ema_50d,Triple Exponential Moving Average value over a 50-day window.,MATRIX,100%,0,0
triple_exponential_average_10d,Triple Exponential Average indicator for a 10-day period.,MATRIX,100%,0,0
triple_exponential_average_50d,Triple exponential average indicator value over a 50-day window.,MATRIX,100%,0,0
true_range_10d,True Range value calculated over a 10-day window.,MATRIX,100%,0,0
true_range_50d,True range value calculated over a 50-day window.,MATRIX,100%,0,0
typical_price_10d,Typical price calculated over a 10-day window.,MATRIX,100%,0,0
typical_price_50d,Typical price value calculated over a 50-day window.,MATRIX,100%,0,0
weighted_close_price_10d,Weighted close price calculated over a 10-day window.,MATRIX,100%,1,1
weighted_close_price_50d,Weighted close price value calculated over a 50-day window.,MATRIX,100%,0,0
weighted_moving_average_10d,Weighted Moving Average value for a 10-day period.,MATRIX,100%,0,0
weighted_moving_average_50d,Weighted moving average value calculated over a 50-day window.,MATRIX,100%,0,0
williams_percent_r_50d,Williams %R indicator value calculated over a 50-day window.,MATRIX,100%,1,1
williams_percent_range_10d,Williams %R technical indicator calculated over a 10-day window.,MATRIX,100%,0,0
